id,price
1,100001.45
2,100006.99
3,100003.3
4,100003.2
5,100003.63
6,99997.43
7,99991.05
8,99999.32
9,99996.11
10,99996.31
11,99997.79
12,100006.04
13,100009.72
14,100009.37
15,100005.03
16,99988.14
17,100005.01
18,99993.99
19,100009.69
20,99978.79
21,99986.18
22,99989.19
23,99999.35
24,100013.02
25,99992.61
26,100005.77
27,100017.7
28,100014.32
29,100004.35
30,99990.09
31,99993.94
32,99984.3
33,99993.81
34,100006.13
35,99977.36
36,100002.77
37,99996.04
38,100012.73
39,99995.12
40,100015.5
41,99995.04
42,99999.05
43,99999.69
44,99990.52
45,99993.02
46,100016.98
47,100006.5
48,100001.36
49,99997.71
50,99979.3
51,100007.09
52,99995.96
53,99991.44
54,100010.44
55,99981.42
56,100001.4
57,99997.46
58,100003.99
59,99999.52
60,100001.97
61,100008.2
62,100014.57
63,100009.22
64,99996.1
65,99990.46
66,99996.95
67,99998.92
68,100000.64
69,99995.57
70,100009.76
71,99998.37
72,99988.62
73,99985.53
74,100013.59
75,99992.56
76,99996.31
77,100002.16
78,99985.85
79,100007.38
80,100007.97
81,100013.66
82,100000.27
83,100005.88
84,100004.34
85,100008.89
86,99999.41
87,99991.19
88,100006.21
89,100021.94
90,100005.31
91,99982.67
92,99987.33
93,100003.56
94,99996.26
95,100006.19
96,100008.43
97,100003.32
98,100010.34
99,100008.11
100,100022.9
101,100000.34
102,100000.02
103,100011.22
104,100009.63
105,99993.25
106,100010.04
107,100009.46
108,100002.87
109,100003.03
110,99998.72
111,99997.24
112,100000.25
113,100007.74
114,99979.9
115,99991.32
116,99990
117,99991.14
118,99996.1
119,100012.21
120,99999.02
121,99985.3
122,99988.16
123,100007.31
124,99998.86
125,99999.87
126,100007.32
127,99996.62
128,99995.99
129,99996.72
130,99994.15
131,99995.68
132,99994.64
133,99998.9
134,99979.57
135,99999.76
136,99999.81
137,100004.74
138,99995.96
139,99981.8
140,99987.6
141,99993.87
142,100006.11
143,100009.15
144,100010.09
145,100001.64
146,99996.6
147,100011.73
148,100003.82
149,99995.59
150,99976.92
151,99998.94
152,100001.38
153,99993.2
154,99981.62
155,100013.87
156,100009.79
157,100008.27
158,100011.13
159,100001.61
160,99987.12
161,99998.21
162,99994.54
163,100008.64
164,99985.73
165,99992.09
166,99989.7
167,99996.54
168,99986.89
169,99993.65
170,100005.15
171,100006.92
172,99998.12
173,99997.29
174,99995.9
175,100008.91
176,100009.38
177,99990.14
178,99997.62
179,100014.73
180,99990.88
181,99997.89
182,100006.05
183,100004.67
184,99996.98
185,100005.3
186,99989.16
187,99991
188,99993.18
189,100017.19
190,99991.34
191,100015.1
192,100009.64
193,100001.4
194,99982.89
195,100003.28
196,99988
197,99999.66
198,100002.31
199,100013.99
200,99989.78
201,99995.41
202,99997.67
203,100001.99
204,99996.47
205,99987.88
206,99984.91
207,99999.38
208,100012.24
209,99998.56
210,99999.3
211,100020.94
212,99997.02
213,100003.29
214,100009.34
215,99998.43
216,99991.98
217,100000.44
218,100001.85
219,100022.72
220,100009.31
221,100016.82
222,99990.51
223,99980.6
224,99996.7
225,99993.84
226,100011.36
227,100000.84
228,100006.49
229,99992.94
230,100018.92
231,100000.08
232,99998.85
233,99995.8
234,99988.88
235,100004.94
236,100016.92
237,99991.58
238,100006.75
239,100002.71
240,99983.05
241,99996.6
242,99996.85
243,100019.95
244,99995.17
245,100003.81
246,99997.14
247,100001.07
248,100003.9
249,99993.49
250,100006.24
251,100011.2
252,99996.78
253,100014.56
254,99993.03
255,99996.62
256,99986.06
257,100010.24
258,100003.35
259,100002.64
260,100010.09
261,99985.05
262,100000.57
263,100025.7
264,99981.7
265,100000.57
266,100017.72
267,100000.18
268,99991.9
269,100001.58
270,99990.5
271,100000.75
272,100006.26
273,99974.28
274,99995.67
275,100003.67
276,100001.73
277,99998.89
278,99994.66
279,99996.15
280,99991.5
281,100012.77
282,99994.44
283,99998.15
284,100002.62
285,100013.47
286,99977.25
287,99991.07
288,100008.6
289,100002.23
290,99990.91
291,100002
292,99993.6
293,99992.39
294,100004.33
295,100009.89
296,100002.43
297,99989.99
298,99990.78
299,99977.55
300,100009.14
301,99997.85
302,99999.81
303,100011.22
304,99995.37
305,99997.8
306,100001.35
307,100005.83
308,100014.42
309,99980.21
310,100007.86
311,99992.16
312,100006.1
313,100010.96
314,100004.56
315,100011.75
316,100006.49
317,100005.68
318,99978.12
319,99985.44
320,99993.19
321,99991.97
322,99993.6
323,99996.99
324,99976.63
325,99999.52
326,99988.11
327,100002.38
328,100022.47
329,100016.29
330,99996.94
331,100000.44
332,99994.76
333,100002.64
334,100011.18
335,100001.25
336,99989.31
337,99989.64
338,99995.55
339,99997.99
340,99995.15
341,99984.76
342,99997.51
343,100015
344,99998.72
345,100005.09
346,100009.2
347,100000.76
348,99997.76
349,100024.03
350,99982.36
351,100002.8
352,99992.58
353,99993.65
354,99990.89
355,100000.69
356,100001.73
357,99993.62
358,99996.16
359,100006.03
360,100004.09
361,99998.11
362,99999.38
363,99977.38
364,100002.3
365,100026.24
366,99999.14
367,100001.72
368,100001.22
369,100001.86
370,100005.35
371,99996.12
372,100003.86
373,99992.47
374,99988.16
375,100004.31
376,99995.07
377,100009.88
378,99996.1
379,100004.21
380,99997.71
381,100001.92
382,100004.47
383,100005.08
384,99993.32
385,100002.02
386,100002.14
387,100009.74
388,99993.46
389,99996.97
390,100024.58
391,100011.07
392,100013.9
393,99997.78
394,99992.55
395,99988.57
396,99998.96
397,99986.35
398,100011.37
399,100004.03
400,99978.72
401,100001.19
402,99978.65
403,99988.37
404,99996.01
405,100000.25
406,100013.87
407,100006.07
408,100014.16
409,100002.33
410,100006.64
411,99996.41
412,99998.76
413,99997.59
414,100003.23
415,99994.61
416,100001.23
417,100002.04
418,100008.8
419,100005.33
420,99999.34
421,100005.19
422,99992.37
423,99994.53
424,100012.4
425,100004.65
426,99991.93
427,100001.18
428,99989.57
429,99983.12
430,100005.22
431,99988.87
432,100005.31
433,100005.09
434,100008.1
435,100003.34
436,100000.93
437,99995.68
438,99994.45
439,100007.19
440,100008.94
441,100011.03
442,100013.44
443,100001.48
444,100004.46
445,100002.05
446,100000.34
447,100001.8
448,99990.3
449,99995.92
450,100000
451,99994.92
452,99987.54
453,99984.87
454,99995.74
455,99990.23
456,100028.06
457,99989.61
458,100003.75
459,100014.91
460,99996.7
461,99985.64
462,100001.88
463,100008.24
464,99988.14
465,100006.56
466,100019.48
467,99975.44
468,100009.16
469,100005.61
470,100004.54
471,99982.02
472,99994.65
473,99993.54
474,99985.55
475,99986.4
476,99999.67
477,100011.11
478,100007.69
479,100004.21
480,100006.47
481,100002.44
482,100000.54
483,100012.1
484,99980.56
485,100005.85
486,100010.27
487,100002.6
488,100002.47
489,100005.77
490,100000.05
491,100003.99
492,99988.56
493,100001.38
494,99994.32
495,99994.57
496,99997.7
497,100011.96
498,100000.54
499,99970.05
500,100004.46
501,100002.35
502,99995.14
503,100000.54
504,99999.35
505,100000.92
506,99989.37
507,100018.28
508,99994.87
509,99996.13
510,100010.01
511,99998.65
512,100008.89
513,100003.11
514,99993.42
515,99998.99
516,100009.69
517,99986.59
518,100005.12
519,99992.9
520,99983.45
521,99998.92
522,99999.31
523,99992.45
524,100008.36
525,99995.47
526,99995.06
527,99989.35
528,100004.02
529,100006.96
530,100008.17
531,99994.02
532,100009.72
533,100007.32
534,100019.51
535,99986.89
536,99998.94
537,99997.66
538,99993.6
539,100019.41
540,100007.66
541,100013.53
542,100005.96
543,100007.77
544,100004.37
545,100002.23
546,100004.29
547,100010.71
548,100002.15
549,99987.31
550,100017.9
551,100003.93
552,100002.87
553,99988.49
554,99990.62
555,100004.82
556,100004.56
557,99993.72
558,100011.57
559,100016.71
560,100002.83
561,100013.84
562,99997.52
563,100002.22
564,99996.74
565,100005.78
566,100005.12
567,99990.67
568,99993.8
569,99994.75
570,99999.32
571,99983.92
572,99988.2
573,100008.1
574,100005.26
575,99992.31
576,99997.94
577,99993.55
578,100010.68
579,100011.79
580,99993.85
581,99999.15
582,100005.18
583,99992.57
584,99985.75
585,99984.59
586,99991.3
587,99987.96
588,99991.92
589,99988.51
590,100001.97
591,99999.45
592,99994.2
593,99985.43
594,99995.85
595,99990.54
596,99993.77
597,99990.82
598,99992.67
599,100008.23
600,99998.67
601,100015.13
602,100010.89
603,99997.12
604,99998.16
605,100004.6
606,99989.15
607,99984.33
608,100012.07
609,99989.55
610,100005.32
611,99987.99
612,99989.07
613,100002.31
614,100005.29
615,99983.24
616,99998.46
617,99993.24
618,100004.55
619,100016.56
620,99998.45
621,99984.55
622,99999.34
623,99997.96
624,99988.2
625,99993.94
626,99999.43
627,99996.18
628,99984.18
629,99998.27
630,100016.8
631,100021.11
632,99979.46
633,100004.75
634,100010.66
635,100003.74
636,99999.81
637,99981.78
638,99990.47
639,100004.36
640,100000.65
641,99984.69
642,100002.9
643,100016.74
644,100015.1
645,100004.88
646,100003.34
647,100004.16
648,99987.59
649,100004.16
650,99998.95
651,99985.82
652,99991.77
653,99998.38
654,100008.58
655,100023.45
656,99995.53
657,100004.26
658,100016.3
659,100006.13
660,100009.66
661,99992.06
662,100007.14
663,99993.82
664,99989.82
665,99997.2
666,100009.12
667,99997.49
668,99995.04
669,100001.89
670,99998.76
671,100008.4
672,100005.34
673,100012.7
674,99999.33
675,99997.78
676,100014.6
677,99988.35
678,99994.26
679,99988.06
680,99974.43
681,100020.06
682,100016.93
683,100002.86
684,100004.47
685,100013.02
686,99988
687,99998.98
688,100012.48
689,100009.17
690,100007.17
691,100019.09
692,99999.53
693,99987.52
694,99997.02
695,100006.87
696,99990.46
697,100000.17
698,99992.72
699,100008.37
700,100028.3
701,99998.72
702,100009.28
703,100005.24
704,99992.48
705,99993.84
706,100008.38
707,100000.01
708,100009.19
709,100005.53
710,99994.91
711,100002.22
712,99994.14
713,99987.78
714,99997.4
715,100007.03
716,99992.88
717,100027.7
718,99995.68
719,100019.48
720,100009.51
721,100004.28
722,100002.29
723,100000.93
724,100010.95
725,100001.68
726,100002.96
727,100005.14
728,100015.17
729,99997.75
730,100005.74
731,100003.24
732,99999.31
733,99971.39
734,100008.79
735,100008.77
736,99995.66
737,99992.59
738,99999.55
739,99985.47
740,99992.24
741,99988.82
742,99994.83
743,99992.42
744,100002.79
745,99999.55
746,99988.58
747,99997.52
748,100000.27
749,100010.8
750,100005.74
751,100003.58
752,99992.87
753,99994.12
754,100009.64
755,100012.97
756,99993.72
757,100002.65
758,100007.22
759,99988.14
760,100008.13
761,100002.69
762,100004.28
763,100012.65
764,99992.41
765,99998.87
766,99995.53
767,100007.16
768,99994.05
769,99998.3
770,99983.56
771,100015.05
772,100010.33
773,100005.72
774,99999.97
775,100006.98
776,100005.69
777,99987.19
778,99998.61
779,100006.67
780,100002.23
781,100002.17
782,99992.92
783,99991.44
784,99984.24
785,100001.86
786,100002.59
787,100004.06
788,99983.45
789,99999.85
790,99994.52
791,99996.77
792,100007.23
793,100000.83
794,100001.69
795,99986.15
796,99997.25
797,99994.52
798,100006.23
799,100005.27
800,99988.76
801,100001.59
802,99998.59
803,99984.76
804,100006.79
805,100001.47
806,99996.8
807,100009.94
808,99990.33
809,99992.5
810,100021.27
811,100008.42
812,99993.52
813,100007.15
814,99979.5
815,99981.51
816,100005.09
817,99990.56
818,99993.17
819,100009.53
820,100016.78
821,100006.31
822,99992.8
823,100012.29
824,100012.16
825,99999.45
826,99994.89
827,100001.96
828,99995.84
829,99991.83
830,100013.23
831,100007.46
832,99989.13
833,99997.2
834,100014.82
835,100001.9
836,99981.13
837,100004.84
838,100008.99
839,99989.26
840,99989.23
841,99987.47
842,99987.45
843,99984.62
844,100006.19
845,99996.6
846,99989.71
847,99997.2
848,100012.59
849,99985.71
850,99983.64
851,100007.23
852,99991.46
853,100007.72
854,100011.56
855,99995.86
856,99998.28
857,100016.42
858,99979.69
859,99984.27
860,99985.08
861,99989.12
862,99988.6
863,100011.83
864,99999.24
865,100004.48
866,99990.57
867,100006.29
868,99991.03
869,99980.64
870,99998.88
871,99993.57
872,100005.52
873,99990.11
874,99995.32
875,99989.4
876,99998.99
877,99992.04
878,100008.19
879,99995.58
880,99997.88
881,99993.71
882,100007.6
883,100005.48
884,100008.58
885,100008.01
886,100003.42
887,100016.7
888,99999.49
889,99996.8
890,99995.46
891,100010.29
892,100005.49
893,99987.77
894,99991.89
895,100017.04
896,100001.01
897,99992.49
898,100002.24
899,99996.69
900,100005.17
901,99995.28
902,99999.13
903,100015.14
904,100002.88
905,100005.67
906,99970.79
907,99992.82
908,100003.33
909,99987.74
910,99986.73
911,100002.41
912,99998.57
913,99979.55
914,100004.42
915,100006.56
916,100013.58
917,99995.3
918,99998.16
919,99992.02
920,99989.25
921,100012.33
922,99987.4
923,99976.41
924,99999.97
925,100002.43
926,99996.83
927,99999
928,99999.98
929,99991.88
930,99996.53
931,99999.23
932,99987.44
933,100006.4
934,100005.9
935,100006.77
936,100000.4
937,99996.84
938,100004.99
939,99992.75
940,100007.07
941,99989.28
942,99979.67
943,99990.22
944,99991.56
945,99999.17
946,100001.28
947,100003.69
948,100012.38
949,100006.67
950,99999.35
951,99997.83
952,100007.64
953,99998.43
954,99987.8
955,100003.41
956,100002.86
957,100003.87
958,100020.24
959,99980.78
960,99997
961,99993.88
962,99999.02
963,100026.97
964,100014.73
965,100002.32
966,100002.67
967,100005.8
968,99998.24
969,99999.69
970,99992.21
